%  ' depth(m)'	   'Vp'		'Vs'	   'rho'	'GR'	    'nphi' 
   2299.6123      3.1327      1.2457      2.2920     80.8374       .2934
   2299.7649      3.1491      1.4824      2.2588     78.0725       .2966
   2299.9172      3.1182      1.5432      2.2200     72.3748       .2885
   2300.0696      3.1065      1.5488      2.1868     62.9734       .2829
   2300.2219      3.1245      1.4791      2.1720     58.2668       .2817
   2300.3745      3.1363      1.4597      2.1730     57.8641       .2852
   2300.5269      3.1765      1.4597      2.1719     61.2219       .2794
   2300.6792      3.1103      1.4153      2.1784     63.7137       .2774
   2300.8315      3.0873      1.4155      2.1846     63.4848       .2734
   2300.9839      3.0965      1.3930      2.1986     62.8946       .2808
   2301.1365      3.0556      1.3856      2.2020     62.5098       .3002
   2301.2888      3.0804      1.3842      2.2102     66.1961       .3060
   2301.4412      3.0772      1.3842      2.2221     69.3255       .3042
   2301.5935      3.0908      1.3889      2.2535     77.7118       .2973
   2301.7461      3.0863      1.3932      2.2739     80.1690       .3103
   2301.8984      3.0703      1.3969      2.2600     80.4696       .3152
   2302.0508      3.0421      1.4212      2.2257     75.9189       .3108
   2302.2031      3.0887      1.4376      2.1999     75.7356       .3137
   2302.3557      3.0860      1.4376      2.1903     79.1843       .3142
   2302.5081      3.0800      1.4509      2.1875     81.8597       .3229
   2302.6604      3.0614      1.4575      2.1899     81.5763       .3102
   2302.8127      3.0456      1.4877      2.1899     79.0622       .3074
   2302.9651      3.0156      1.4501      2.1795     74.9110       .3049
   2303.1177      2.9542      1.4022      2.1694     74.7382       .3231
   2303.2700      2.9389      1.4022      2.1602     74.4668       .3445
   2303.4224      2.9251      1.4129      2.1679     77.2619       .3575
   2303.5747      3.0035      1.4475      2.1999     80.0900       .3412
   2303.7273      3.0079      1.4690      2.2516     87.8881       .3440
   2303.8796      3.0530      1.5929      2.3146     96.0161       .3374
   2304.0320      3.1319      1.6158      2.3450     99.5350       .3423
   2304.1843      3.2181      1.6158      2.3306     88.8132       .3248
   2304.3369      3.2176      1.6270      2.2642     76.7438       .3107
   2304.4893      3.2204      1.6219      2.2098     64.5280       .3040
   2304.6416      3.2165      1.6217      2.1830     61.7753       .2951
   2304.7939      3.2180      1.6296      2.1894     59.5549       .2828
   2304.9463      3.2213      1.6552      2.1905     59.3610       .2663
   2305.0989      3.2412      1.6552      2.1906     59.1899       .2644
   2305.2512      3.2345      1.6704      2.1823     60.4260       .2673
   2305.4036      3.2864      1.6748      2.1878     59.5153       .2750
   2305.5559      3.2615      1.6712      2.1882     61.5346       .2727
   2305.7085      3.2892      1.6832      2.1915     59.8675       .2690
   2305.8608      3.2670      1.6736      2.1920     61.1664       .2710
   2306.0132      3.2437      1.6736      2.1952     55.9328       .2864
   2306.1655      3.2343      1.6730      2.1916     59.1381       .3010
   2306.3181      3.2221      1.6799      2.1816     60.5718       .2988
   2306.4705      3.2258      1.6922      2.1840     62.7465       .2893
   2306.6228      3.2246      1.6995      2.1837     61.0476       .2759
   2306.7751      3.2133      1.7223      2.1879     58.7692       .2848
   2306.9275      3.2214      1.7223      2.1934     58.6577       .2921
   2307.0801      3.2252      1.7193      2.1972     57.6082       .2936
   2307.2324      3.2218      1.6993      2.1961     57.7899       .2829
   2307.3848      3.2231      1.6459      2.1966     60.3212       .2720
   2307.5371      3.2165      1.6292      2.1935     62.3670       .2832
   2307.6897      3.2035      1.6099      2.1901     61.1614       .2723
   2307.8420      3.2232      1.6099      2.1842     60.1487       .2759
   2307.9944      3.1988      1.5865      2.1850     57.6763       .2678
   2308.1467      3.1933      1.5928      2.1856     58.4702       .2881
   2308.2993      3.1934      1.5965      2.1945     58.3542       .2873
   2308.4517      3.1980      1.6035      2.1989     58.0909       .2905
   2308.6040      3.2009      1.6001      2.2023     57.8417       .2786
   2308.7563      3.2027      1.6001      2.1995     58.6638       .2814
   2308.9087      3.1715      1.5951      2.1958     58.7566       .2764
   2309.0613      3.1593      1.5713      2.1944     62.2485       .2756
   2309.2136      3.1561      1.5977      2.1910     62.3333       .2808
   2309.3660      3.1620      1.6003      2.1861     62.5639       .2913
   2309.5183      3.1650      1.6068      2.1950     62.8081       .3012
   2309.6709      3.1950      1.6068      2.2160     64.2990       .3002
   2309.8232      3.2263      1.6350      2.2240     67.3279       .2953
   2309.9756      3.2606      1.6365      2.2124     64.5222       .2872
   2310.1279      3.2613      1.6400      2.1872     64.3781       .2764
   2310.2805      3.2572      1.6432      2.1794     61.1714       .2798
   2310.4329      3.2463      1.6352      2.1809     61.5765       .2828
   2310.5852      3.2369      1.6315      2.1842     59.8269       .2779
   2310.7375      3.2250      1.6241      2.1811     59.8010       .2798
   2310.8899      3.2598      1.6243      2.1883     59.9484       .2850
   2311.0425      3.2524      1.6318      2.1882     57.4650       .2998
   2311.1948      3.2611      1.6386      2.1871     59.1619       .2933
   2311.3472      3.2522      1.6489      2.1871     56.9778       .2950
   2311.4995      3.2803      1.6489      2.1772     59.2658       .2897
   2311.6521      3.2824      1.6499      2.1794     57.0220       .2983
   2311.8044      3.2414      1.6512      2.1850     59.5599       .2871
   2311.9568      3.2418      1.6499      2.1891     58.5772       .2746
   2312.1091      3.2499      1.6356      2.1840     61.2615       .2679
   2312.2617      3.2540      1.6208      2.1756     60.6577       .2652
   2312.4141      3.2604      1.6208      2.1689     61.1488       .2685
   2312.5664      3.3147      1.6343      2.1661     60.2912       .2723
   2312.7188      3.2916      1.6373      2.1778     59.8693       .2866
   2312.8711      3.2951      1.6220      2.1835     59.3783       .2880
   2313.0237      3.3075      1.6519      2.1821     58.6199       .2860
   2313.1760      3.3268      1.6692      2.1841     57.7296       .2740
   2313.3284      3.3340      1.6692      2.1909     58.5522       .2803
   2313.4807      3.3403      1.6683      2.1992     58.6949       .2835
   2313.6333      3.3308      1.6664      2.2038     59.7212       .2866
   2313.7856      3.3292      1.6686      2.2098     59.6983       .2775
   2313.9380      3.3274      1.6686      2.2081     59.9228       .2750
   2314.0903      3.3189      1.6789      2.2047     60.1850       .2694
   2314.2429      3.3088      1.6789      2.2031     59.4155       .2690
   2314.3953      3.3101      1.6702      2.1996     59.5755       .2664
   2314.5476      3.3116      1.6773      2.1962     58.8916       .2688
   2314.7000      3.3127      1.6794      2.1963     59.6718       .2720
   2314.8523      3.3184      1.6789      2.1946     58.2312       .2698
   2315.0049      3.3158      1.6840      2.1921     58.8700       .2660
   2315.1572      3.3213      1.6840      2.1898     57.9912       .2666
   2315.3096      3.3136      1.6835      2.1940     58.1473       .2744
   2315.4619      3.3111      1.6824      2.1984     57.0298       .2781
   2315.6145      3.3058      1.6763      2.1965     56.6115       .2767
   2315.7668      3.3067      1.6773      2.1931     57.4612       .2578
   2315.9192      3.3140      1.6772      2.1963     57.7744       .2636
   2316.0715      3.3247      1.6772      2.2033     58.0556       .2591
   2316.2241      3.3424      1.6752      2.2056     56.8455       .2731
   2316.3765      3.3448      1.6776      2.2102     57.0572       .2699
   2316.5288      3.3443      1.6943      2.2097     58.1681       .2700
   2316.6812      3.3297      1.6933      2.2123     58.3144       .2759
   2316.8335      3.3103      1.6896      2.2031     57.8288       .2749
   2316.9861      3.3084      1.6896      2.2018     57.9057       .2849
   2317.1384      3.2994      1.6886      2.1961     59.1258       .2808
   2317.2908      3.3033      1.6813      2.1968     61.4298       .2857
   2317.4431      3.3079      1.6723      2.1878     61.4982       .2793
   2317.5957      3.3040      1.6686      2.1937     60.6307       .2786
   2317.7480      3.3294      1.6752      2.1943     58.7780       .2870
   2317.9004      3.3318      1.6752      2.2021     57.2294       .2873
   2318.0527      3.3141      1.6752      2.2009     57.2781       .2844
   2318.2051      3.3269      1.6720      2.2056     59.6355       .2709
   2318.3577      3.3197      1.6768      2.2044     61.6335       .2673
   2318.5100      3.3196      1.6859      2.2010     64.0387       .2666
   2318.6624      3.3114      1.6866      2.1889     62.4422       .2723
   2318.8147      3.3122      1.6866      2.1849     64.2426       .2895
   2318.9673      3.3058      1.6797      2.1823     63.1448       .2991
   2319.1196      3.3019      1.6875      2.1924     64.3091       .3021
   2319.2720      3.2987      1.6863      2.1925     61.3119       .2831
   2319.4243      3.3018      1.7112      2.1946     61.2628       .2753
   2319.5769      3.2957      1.7051      2.1981     60.7121       .2704
   2319.7292      3.2854      1.7051      2.1994     63.8992       .2716
   2319.8816      3.2855      1.7038      2.1996     63.0612       .2638
   2320.0339      3.2868      1.7140      2.1995     63.7989       .2724
   2320.1863      3.2887      1.5125      2.2034     62.0741       .2837
   2320.3389      3.2770      1.4859      2.2109     63.4432       .2948
   2320.4912      3.2759      1.5268      2.2101     61.6660       .2812
   2320.6436      3.2651      1.5268      2.2144     58.5614       .2833
   2320.7959      3.2929      1.4855      2.2051     58.9896       .2792
   2320.9485      3.2925      1.4898      2.1971     61.5560       .2894
   2321.1008      3.3007      1.5941      2.1777     64.2724       .2785
   2321.2532      3.3006      1.6400      2.1727     62.9297       .2727
   2321.4055      3.3323      1.6587      2.1774     61.5982       .2717
   2321.5581      3.3546      1.6587      2.1947     63.6018       .2710
   2321.7104      3.3636      1.6746      2.2026     65.3954       .2708
   2321.8628      3.3592      1.6289      2.2073     65.2270       .2669
   2322.0151      3.2945      1.6608      2.2092     64.9794       .2708
   2322.1675      3.3071      1.6608      2.2163     63.9889       .2716
   2322.3201      3.2398      1.6608      2.2178     61.1829       .2689
   2322.4724      3.2460      1.6323      2.2092     60.2123       .2740
   2322.6248      3.2257      1.6016      2.1960     62.0625       .2892
   2322.7771      3.2327      1.5603      2.1868     65.1893       .2982
   2322.9297      3.2093      1.5968      2.1884     65.6984       .3024
   2323.0820      3.2344      1.4827      2.2010     63.7132       .2992
   2323.2344      3.2723      1.4827      2.2103     63.1727       .2956
   2323.3867      3.2270      1.5766      2.2198     63.9295       .2912
   2323.5393      3.1918      1.6077      2.2341     66.9731       .2791
   2323.6917      3.1645      1.5281      2.2364     68.2227       .2749
   2323.8440      3.0886      1.4561      2.2204     67.6440       .2758
   2323.9963      2.9694      1.4921      2.1999     65.8502       .2958
   2324.1487      2.9527      1.4921      2.2158     69.8780       .3017
   2324.3013      2.9331      1.4161      2.2580     74.6673       .3110
   2324.4536      2.9806      1.3980      2.2998     80.8492       .3269
   2324.6060      3.0118      1.4473      2.3054     83.2092       .3462
   2324.7583      3.0479      1.5087      2.3167     86.1949       .3764
   2324.9109      3.1613      1.5798      2.2905     84.9335       .3586
   2325.0632      3.1920      1.5798      2.2601     79.6387       .3572
   2325.2156      3.1961      1.5746      2.2253     70.3672       .3183
   2325.3679      3.1968      1.5726      2.2052     61.0146       .3120
   2325.5205      3.2166      1.5908      2.1966     57.4830       .3012
   2325.6729      3.2235      1.5590      2.2004     56.4239       .2889
   2325.8252      3.1338      1.5590      2.2033     58.3026       .2761
   2325.9775      2.9751      1.4812      2.2025     60.5540       .2619
   2326.1299      2.9318      1.3885      2.2069     61.5712       .2764
   2326.2825      2.8954      1.3583      2.2006     63.4775       .2828
   2326.4348      2.8807      1.3501      2.1935     63.8204       .3094
   2326.5872      2.8826      1.3501      2.2026     75.1048       .3442
   2326.7395      3.0201      1.3686      2.2370     88.2043       .3675
   2326.8921      3.0160      1.3105      2.2754     95.3292       .3548
   2327.0444      2.9657      1.2598      2.3103     94.8676       .3230
   2327.1968      2.7873      1.2429      2.3277     91.1102       .3033
   2327.3491      2.7673      1.2419      2.3269     92.6588       .3249
   2327.5017      2.8084      1.3156      2.3007     94.2012       .3776
   2327.6541      2.8444      1.3176      2.2107     98.6674       .4359
   2327.8064      3.0005      1.4010      2.1656    104.3148       .4768
   2327.9587      3.0657      1.5124      2.1939    104.0777       .4386
   2328.1111      3.1013      1.5753      2.2466    100.0265       .3771
   2328.2637      3.1232      1.5898      2.2927     91.1605       .3100
   2328.4160      3.1133      1.6058      2.2956     84.1903       .3117
   2328.5684      3.1199      1.6058      2.2801     78.1774       .3213
   2328.7207      3.0729      1.6222      2.2452     71.3567       .3246
   2328.8733      3.0774      1.6242      2.2034     66.8883       .2951
   2329.0256      3.1035      1.6162      2.1712     63.9650       .2794
   2329.1780      3.0983      1.6373      2.1664     63.1937       .2676
   2329.3303      3.1115      1.6544      2.1691     64.0946       .2784
   2329.4829      3.1209      1.6544      2.1685     62.1077       .2802
   2329.6353      3.1862      1.6438      2.1675     62.5007       .2853
   2329.7876      3.1611      1.6608      2.1684     60.3265       .2736
   2329.9399      3.1735      1.6509      2.1750     62.1443       .2786
   2330.0923      3.1507      1.6444      2.1785     63.4732       .2750
   2330.2449      3.1524      1.6444      2.1844     63.6851       .2768
   2330.3972      3.1633      1.6394      2.1814     62.2831       .2624
   2330.5496      3.1850      1.6373      2.1816     61.0060       .2656
   2330.7019      3.2065      1.6309      2.1828     60.6140       .2680
   2330.8545      3.2597      1.6173      2.1820     59.8173       .2791
   2331.0068      3.2235      1.6081      2.1946     61.2268       .2647
   2331.1592      3.2336      1.6081      2.2006     65.2138       .2613
   2331.3115      3.2388      1.5911      2.2073     67.0036       .2546
   2331.4641      3.2614      1.5985      2.2076     66.7419       .2657
   2331.6165      3.2609      1.5826      2.2030     64.6012       .2709
   2331.7688      3.2707      1.5999      2.2039     65.4549       .2801
   2331.9211      3.2712      1.5967      2.2105     65.9878       .2941
   2332.0735      3.2682      1.5936      2.2214     67.7331       .2866
   2332.2261      3.2732      1.5936      2.2273     67.9829       .2798
   2332.3784      3.2531      1.5929      2.2314     67.2286       .2633
   2332.5308      3.2679      1.5807      2.2368     65.7841       .2499
   2332.6831      3.2233      1.5534      2.2461     64.8534       .2535
   2332.8357      3.1763      1.4168      2.2491     63.1163       .2443
   2332.9880      3.1038      1.4168      2.2591     65.4003       .2548
   2333.1404      3.0707      1.5191      2.2725     67.2599       .2553
   2333.2927      3.0083      1.4918      2.3019     75.7005       .2657
   2333.4453      3.0163      1.5476      2.3089     82.8559       .2994
   2333.5977      3.0510      1.5009      2.3297     90.6371       .3227
   2333.7500      3.1624      1.5992      2.3284     95.5603       .3450
   2333.9023      3.1729      1.6101      2.3339     92.6673       .3498
   2334.0547      3.2001      1.6101      2.2957     89.6498       .3407
   2334.2073      3.2430      1.6232      2.2517     78.4946       .3188
   2334.3596      3.2438      1.6246      2.2206     70.5757       .2845
   2334.5120      3.2421      1.6299      2.2122     62.6161       .2729
   2334.6643      3.2432      1.6204      2.2082     60.8686       .2679
   2334.8169      3.2557      1.6227      2.2096     62.4380       .2705
   2334.9692      3.2524      1.6227      2.2122     64.0521       .2735
   2335.1216      3.2397      1.5928      2.2107     64.7368       .2693
   2335.2739      3.2305      1.5985      2.2107     65.4202       .2779
   2335.4265      3.1990      1.6206      2.2164     65.1601       .2846
   2335.5789      3.2002      1.5390      2.2159     65.7033       .2875
   2335.7312      3.1860      1.5019      2.2152     63.0680       .2684
   2335.8835      3.1884      1.5019      2.2046     61.4583       .2572
   2336.0359      3.1816      1.6245      2.2027     60.6232       .2633
   2336.1885      3.1836      1.6091      2.1922     60.8460       .2762
   2336.3408      3.1997      1.6068      2.1868     60.3955       .2820
   2336.4932      3.1946      1.6746      2.1826     60.1408       .2820
   2336.6455      3.4747      1.6746      2.1899     60.1183       .2769
   2336.7981      3.4261      1.7382      2.1991     61.1732       .2706
   2336.9504      3.4786      1.6507      2.2063     63.6327       .2723
   2337.1028      3.4966      1.6643      2.2140     62.4984       .2875
   2337.2551      3.5552      1.6944      2.2281     65.8536       .2935
   2337.4077      3.4708      1.6643      2.2790     63.4785       .2715
   2337.5601      3.3964      1.6643      2.3383     62.4088       .2254
   2337.7124      3.2335      1.6900      2.4047     59.5844       .1974
   2337.8647      3.2133      1.4984      2.3626     58.9934       .2160
   2338.0171      3.2148      1.4972      2.2858     60.9439       .2589
   2338.1697      3.2152      1.4756      2.2138     58.7175       .2854
   2338.3220      3.2260      1.4756      2.1901     60.9415       .2917
   2338.4744      3.2269      1.5539      2.1856     62.8193       .2921
   2338.6267      3.2144      1.5291      2.1903     64.6836       .2949
   2338.7793      3.1954      1.4530      2.1949     63.7869       .2892
   2338.9316      3.1462      1.4465      2.2014     61.9199       .2814
   2339.0840      3.1382      1.4465      2.2108     63.7451       .2835
   2339.2363      3.1250      1.4337      2.2186     69.3419       .2845
   2339.3889      3.1286      1.4234      2.2510     77.0690       .3017
   2339.5413      3.0798      1.2006      2.2969     85.6287       .3096
   2339.6936      2.9712      1.1504      2.3545     89.0815       .3257
   2339.8459      2.9839      1.1487      2.3826     92.7046       .3056
   2339.9983      3.0155      1.1171      2.3738     95.0071       .2947
   2340.1509      3.0127      1.1435      2.1819     96.4021       .3484
   2340.3032      3.2060      1.2147      2.0305     98.7491       .4311
   2340.4556      3.1329      1.2834      1.9710    102.4459       .4982
   2340.6079      3.0590      1.3077      2.0666    107.9137       .4965
   2340.7605      3.1097      1.3077      2.1912    106.6726       .4265
   2340.9128      3.0780      1.3743      2.2435    101.1798       .3630
   2341.0652      3.0090      1.3441      2.2484     92.7133       .3125
   2341.2175      2.9486      1.3277      2.2299     84.1103       .3144
   2341.3701      2.9531      1.3339      2.2053     77.5115       .3172
   2341.5225      2.9318      1.3339      2.2140     76.8780       .3168
   2341.6748      2.9215      1.3394      2.2519     82.9434       .3234
   2341.8271      2.9764      1.3726      2.3067     87.1721       .3227
   2341.9795      2.9914      1.3948      2.3353     89.8398       .3379
   2342.1321      3.0233      1.4149      2.3426     92.9368       .3289
   2342.2844      3.0396      1.4501      2.3584     95.9463       .3411
   2342.4368      3.0782      1.4501      2.3396     97.4686       .3277
   2342.5891      3.1129      1.4604      2.3180     92.4334       .3241
   2342.7417      3.1348      1.4940      2.2841     85.1317       .3067
   2342.8940      3.1653      1.5008      2.2729     80.0148       .3053
   2343.0464      3.1732      1.5040      2.2390     77.7930       .3011
   2343.1987      3.1827      1.5184      2.2157     74.3219       .2984
   2343.3513      3.1903      1.5184      2.2014     69.9359       .2822
   2343.5037      3.2560      1.5183      2.2169     67.0806       .2683
   2343.6560      3.2782      1.5168      2.2326     65.9403       .2593
   2343.8083      3.2654      1.5227      2.2417     65.6577       .2622
   2343.9607      3.2225      1.4957      2.2367     66.2915       .2625
   2344.1133      3.1992      1.4957      2.2229     67.1180       .2583
   2344.2656      3.1881      1.4922      2.2207     67.9997       .2635
   2344.4180      3.1723      1.4678      2.2224     67.6172       .2757
   2344.5703      3.1310      1.5010      2.2210     69.6117       .2827
   2344.7229      3.1407      1.5246      2.2088     69.0245       .2785
   2344.8752      3.1553      1.5246      2.1956     69.1734       .2834
   2345.0276      3.1531      1.5167      2.1889     69.7187       .2921
   2345.1799      3.1639      1.5006      2.1870     70.4860       .3011
   2345.3325      3.2111      1.4926      2.1865     70.4005       .2872
   2345.4849      3.2401      1.4926      2.1859     68.9592       .2788
   2345.6372      3.1416      1.5063      2.1893     67.2315       .2873
   2345.7896      3.1476      1.5147      2.1887     65.2137       .3008
   2345.9419      3.1383      1.5173      2.1908     63.7670       .3126
   2346.0945      3.1424      1.5173      2.1857     62.4802       .3049
   2346.2468      3.1453      1.4059      2.1834     62.5434       .3000
   2346.3992      3.2561      1.4121      2.1813     62.5936       .2943
   2346.5515      3.1959      1.4121      2.1839     63.5925       .2856
   2346.7041      3.1818      1.4181      2.1869     62.6556       .2800
   2346.8564      3.1931      1.3979      2.1873     64.8482       .2751
   2347.0088      3.1871      1.3718      2.1900     62.9260       .2817
   2347.1611      3.1829      1.4394      2.1901     63.2014       .2852
   2347.3137      3.1540      1.4394      2.1937     63.0722       .2841
   2347.4661      3.0946      1.4552      2.1952     64.9478       .2825
   2347.6184      3.0643      1.4404      2.2017     67.5887       .2844
   2347.7708      3.0237      1.4523      2.2052     64.8825       .2834
   2347.9231      3.7475      1.4523      2.2129     64.7777       .2808
   2348.0757      2.9529      1.5677      2.2240     63.1361       .2805
   2348.2280      2.9626      1.5113      2.2613     62.2467       .2461
   2348.3804      3.0302      1.4987      2.3556     57.8027       .2015
   2348.5327      3.0743      1.4996      2.4397     56.6795       .1507
   2348.6853      3.0898      1.4642      2.4395     56.9449       .1811
   2348.8376      3.0801      1.4533      2.3203     61.6320       .2247
   2348.9900      3.0864      1.4588      2.2272     63.3752       .2723
   2349.1423      3.1086      1.4542      2.1771     63.7130       .2897
   2349.2949      3.1586      1.4370      2.1768     60.9595       .2945
   2349.4473      3.1811      1.4342      2.1846     58.5522       .2993
   2349.5996      3.1859      1.4877      2.1887     57.0451       .2997
   2349.7520      3.1672      1.4824      2.2188     58.6436       .2936
   2349.9043      3.2001      1.4860      2.2567     56.4843       .2805
   2350.0569      3.1245      1.4847      2.3067     54.5652       .2662
   2350.2092      3.0869      1.4218      2.2948     54.2369       .2595
   2350.3616      3.0552      1.3813      2.2621     56.2116       .2718
   2350.5139      3.0228      1.3788      2.2273     59.3613       .2748
   2350.6665      2.9945      1.3690      2.2141     58.8737       .2948
   2350.8188      2.9638      1.3516      2.2039     59.3083       .2967
   2350.9712      2.8984      1.3526      2.2156     61.5335       .3229
   2351.1235      2.9559      1.3526      2.2437     70.7085       .3276
   2351.2759      2.9712      1.3524      2.2603     81.7240       .3470
   2351.4285      3.0205      1.4036      2.2480     91.2527       .3247
   2351.5808      3.0184      1.4256      2.2297     92.9020       .3223
   2351.7332      2.9653      1.3747      2.2185     92.0269       .3138
   2351.8855      2.9760      1.4004      2.2006     85.4848       .3197
   2352.0381      3.0057      1.3414      2.1781     77.2232       .3196
   2352.1904      3.0222      1.3701      2.1636     64.6856       .3101
   2352.3428      3.0287      1.3751      2.1640     60.4916       .2950
   2352.4951      3.0522      1.3739      2.1687     58.5223       .2783
   2352.6477      3.0639      1.3750      2.1765     61.0045       .2727
   2352.8000      3.0408      1.3750      2.1862     59.3018       .2747
   2352.9524      3.0390      1.3775      2.1934     59.6621       .2744
   2353.1047      3.0471      1.3790      2.1865     59.0814       .2749
   2353.2571      3.0570      1.4320      2.1844     59.0048       .2942
   2353.4097      3.0628      1.4317      2.1859     59.1212       .2845
   2353.5620      3.0587      1.4345      2.1935     59.4898       .2741
   2353.7144      3.0670      1.4357      2.1911     60.4352       .2625
   2353.8667      3.0549      1.4055      2.1902     59.4082       .2778
   2354.0193      3.0760      1.4166      2.1862     58.6809       .2972
   2354.1716      3.0696      1.4168      2.1926     58.3280       .2962
   2354.3240      3.0655      1.4014      2.1978     57.4684       .2997
   2354.4763      3.0359      1.4039      2.1964     58.2877       .2954
   2354.6289      3.0355      1.4039      2.1944     57.3434       .3032
   2354.7812      3.0346      1.4077      2.1889     59.1030       .2945
   2354.9336      3.0431      1.4114      2.1851     59.9325       .2808
   2355.0859      3.0459      1.4132      2.1786     61.8418       .2881
   2355.2383      3.0554      1.4285      2.1819     62.5631       .2953
   2355.3909      3.0599      1.4586      2.1817     61.3858       .3070
   2355.5432      3.0624      1.4566      2.1828     63.1324       .2886
   2355.6956      3.0635      1.4671      2.1815     61.9028       .2824
   2355.8479      3.0597      1.4732      2.1850     62.6921       .2764
   2356.0005      3.0452      1.4745      2.1859     58.9186       .2834
   2356.1528      3.0468      1.4148      2.1850     60.1973       .2921
   2356.3052      3.0480      1.4148      2.1821     60.5317       .2977
   2356.4575      3.0489      1.4111      2.1824     62.2739       .3128
   2356.6101      3.0349      1.4078      2.1958     61.7796       .3110
   2356.7625      3.0301      1.4163      2.1975     60.4770       .3144
   2356.9148      3.0127      1.4283      2.2087     58.8720       .2846
   2357.0671      3.0161      1.2819      2.2072     57.5100       .2838
   2357.2195      3.0016      1.5757      2.2126     57.4464       .2835
   2357.3721      3.0301      1.5522      2.2023     59.0599       .3003
   2357.5244      3.0536      1.4833      2.1930     61.7545       .2897
   2357.6768      3.0555      1.4398      2.1846     62.4120       .3001
   2357.8291      3.0684      1.3967      2.1934     61.8404       .3069
   2357.9817      3.0896      1.3967      2.2038     59.5433       .3071
   2358.1340      3.0949      1.4809      2.2082     60.0527       .2867
   2358.2864      3.0955      1.5492      2.2089     58.5549       .2775
   2358.4387      3.0820      1.5238      2.2108     57.6210       .2787
   2358.5913      3.0773      1.3971      2.2099     56.1157       .2795
   2358.7437      3.0689      1.4483      2.2053     57.3165       .2711
   2358.8960      3.0703      1.4515      2.2015     56.4986       .2770
   2359.0483      3.0538      1.4532      2.1959     57.7757       .2794
   2359.2007      3.0490      1.4361      2.1968     57.0946       .2854
   2359.3533      3.0529      1.4534      2.2032     59.5985       .2757
   2359.5056      3.0488      1.4534      2.2035     58.2881       .2746
   2359.6580      3.0602      1.4375      2.2005     58.2981       .2640
   2359.8103      3.0535      1.3795      2.2035     57.5667       .2711
   2359.9629      3.0765      1.3564      2.2018     56.1545       .2819
   2360.1152      3.0800      1.3312      2.1933     56.3793       .2928
   2360.2676      3.1187      1.3634      2.1904     58.1841       .2892
   2360.4199      3.1419      1.3959      2.1852     60.6505       .2702
   2360.5725      3.1761      1.3915      2.1932     61.6583       .2621
   2360.7249      3.0678      1.3577      2.2034     61.2949       .2603
   2360.8772      3.0387      1.3577      2.2143     66.0325       .2748
   2361.0295      2.7609      1.2277      2.2190     74.5956       .2904
   2361.1819      2.7037      1.3585      2.2401     84.2121       .3106
   2361.3345      2.6815      1.3068      2.2584     90.8815       .3306
   2361.4868      2.7730      1.1606      2.2588     96.0944       .3533
   2361.6392      2.7761      1.1537      2.2382    101.8182       .4052
   2361.7915      2.8701      1.1786      2.2261    105.4857       .4294
   2361.9441      2.9489      1.1862      2.2494    102.7782       .4303
   2362.0964      2.9983      1.2466      2.2633     91.6403       .3652
   2362.2488      3.2918      1.4557      2.2387     79.7759       .3140
   2362.4011      3.3221      1.4557      2.1951     70.5420       .2905
   2362.5537      3.3147      1.4942      2.1786     65.2906       .3129
   2362.7061      3.2590      1.4385      2.2039     64.8329       .3046
   2362.8584      3.0073      1.5149      2.2554     64.2295       .2706
   2363.0107      2.9826      1.4973      2.3021     64.8225       .2376
   2363.1631      3.0211      1.5055      2.2592     64.3772       .2437
   2363.3157      3.1230      1.5278      2.2154     65.6746       .2773
   2363.4680      3.1192      1.5157      2.1708     69.3259       .2941
   2363.6204      3.4350      1.4382      2.1898     69.3062       .3049
   2363.7727      3.3357      1.4416      2.2164     71.7370       .2873
   2363.9253      3.2659      1.4785      2.2715     68.7440       .2658
   2364.0776      3.2483      1.4785      2.3068     68.2728       .2493
   2364.2300      3.2300      1.5076      2.3338     64.8409       .2381
   2364.3823      3.1323      1.5160      2.3508     66.1562       .2506
   2364.5349      3.0395      1.4464      2.3317     66.2754       .2584
   2364.6873      3.0246      1.4225      2.2671     67.3441       .2756
   2364.8396      2.9795      1.4116      2.2063     66.9496       .2893
   2364.9919      3.0316      1.3921      2.1876     66.4271       .2889
   2365.1443      3.0656      1.4390      2.1838     63.6297       .2912
   2365.2969      3.0916      1.4374      2.1705     65.8385       .2810
   2365.4492      3.1083      1.4423      2.1688     65.6651       .2962
   2365.6016      3.1902      1.4557      2.1696     66.9557       .2892
   2365.7539      3.2826      1.4252      2.1754     64.2022       .3012
   2365.9065      3.2331      1.4252      2.1788     62.4176       .2979
   2366.0588      3.2820      1.4914      2.1742     62.0868       .3182
   2366.2112      3.2779      1.5142      2.1696     59.6544       .3174
   2366.3635      3.2499      1.5558      2.1702     59.7171       .3290
   2366.5161      3.1503      1.5156      2.2175     58.2005       .3178
   2366.6685      3.1821      1.3877      2.2677     58.1598       .2788
   2366.8208      3.1138      1.3871      2.2962     59.2232       .2580
   2366.9731      3.0037      1.3644      2.2445     59.2456       .2576
   2367.1255      2.9563      1.3718      2.1963     60.5772       .2834
   2367.2781      2.9683      1.3447      2.1703     60.0462       .2907
   2367.4304      3.0293      1.3518      2.1686     60.7636       .2942
   2367.5828      3.0138      1.3518      2.1776     59.1983       .3028
   2367.7351      3.0369      1.3454      2.1801     60.6285       .2960
   2367.8877      3.0389      1.3600      2.1771     62.1129       .2989
   2368.0400      3.0452      1.3440      2.1629     64.2109       .3031
