%  'Depth (m)'	   ' t_p'  		' t_s'		'GR'		'rho' 
   2.1919692e+03   9.9388000e+01   2.0998300e+02   6.1812000e+01   2.1930000e+00
   2.1921216e+03   9.8589000e+01   2.0955800e+02   6.1994000e+01   2.1990000e+00
   2.1922739e+03   9.7876000e+01   2.0857400e+02   6.3110000e+01   2.2070000e+00
   2.1924265e+03   9.7038000e+01   2.0727300e+02   6.6544000e+01   2.2150000e+00
   2.1925789e+03   9.6391000e+01   2.0558500e+02   7.0261000e+01   2.2240000e+00
   2.1927312e+03   9.5862000e+01   2.0332900e+02   7.3039000e+01   2.2400000e+00
   2.1928835e+03   9.5317000e+01   2.0113400e+02   7.5326000e+01   2.2540000e+00
   2.1930361e+03   9.4437000e+01   1.9895800e+02   7.4794000e+01   2.2510000e+00
   2.1931885e+03   9.3648000e+01   1.9706100e+02   7.2515000e+01   2.2340000e+00
   2.1933408e+03   9.3301000e+01   1.9547500e+02   7.1543000e+01   2.2110000e+00
   2.1934932e+03   9.3262000e+01   1.9506400e+02   7.1207000e+01   2.1970000e+00
   2.1936455e+03   9.3162000e+01   1.9465400e+02   6.9749000e+01   2.1940000e+00
   2.1937981e+03   9.3042000e+01   1.9424300e+02   6.6290000e+01   2.1910000e+00
   2.1939504e+03   9.2931000e+01   1.9383300e+02   6.4113000e+01   2.1870000e+00
   2.1941028e+03   9.2879000e+01   1.9342200e+02   6.4871000e+01   2.1840000e+00
   2.1942551e+03   9.2842000e+01   1.9301100e+02   6.4999000e+01   2.1810000e+00
   2.1944077e+03   9.2829000e+01   1.9260100e+02   6.3341000e+01   2.1720000e+00
   2.1945601e+03   9.2848000e+01   1.9219000e+02   6.3479000e+01   2.1620000e+00
   2.1947124e+03   9.2873000e+01   1.9177900e+02   6.4621000e+01   2.1600000e+00
   2.1948647e+03   9.2896000e+01   1.9136900e+02   6.5316000e+01   2.1670000e+00
   2.1950173e+03   9.2918000e+01   1.9095700e+02   6.6722000e+01   2.1790000e+00
   2.1951697e+03   9.2940000e+01   1.9054700e+02   6.8424000e+01   2.1850000e+00
   2.1953220e+03   9.2963000e+01   1.9013700e+02   6.7709000e+01   2.1750000e+00
   2.1954744e+03   9.2985000e+01   1.8972600e+02   6.5350000e+01   2.1610000e+00
   2.1956267e+03   9.3008000e+01   1.8931500e+02   6.5116000e+01   2.1540000e+00
   2.1957793e+03   9.3030000e+01   1.8890500e+02   6.5024000e+01   2.1560000e+00
   2.1959316e+03   9.3053000e+01   1.8849400e+02   6.4885000e+01   2.1670000e+00
   2.1960840e+03   9.3075000e+01   1.8808300e+02   6.5841000e+01   2.1790000e+00
   2.1962363e+03   9.3098000e+01   1.8767300e+02   6.5927000e+01   2.1870000e+00
   2.1963889e+03   9.3120000e+01   1.8726200e+02   6.5421000e+01   2.1850000e+00
   2.1965413e+03   9.3142000e+01   1.8685100e+02   6.5805000e+01   2.1770000e+00
   2.1966936e+03   9.3165000e+01   1.8644100e+02   6.6838000e+01   2.1840000e+00
   2.1968459e+03   9.3187000e+01   1.8603000e+02   6.9164000e+01   2.2150000e+00
   2.1969985e+03   9.3210000e+01   1.8561900e+02   7.1575000e+01   2.2340000e+00
   2.1971509e+03   9.3232000e+01   1.8520900e+02   7.1627000e+01   2.2210000e+00
   2.1973032e+03   9.3255000e+01   1.8479800e+02   6.8697000e+01   2.1950000e+00
   2.1974556e+03   9.3277000e+01   1.8438700e+02   6.5335000e+01   2.1750000e+00
   2.1976079e+03   9.3299000e+01   1.8397700e+02   6.1167000e+01   2.1680000e+00
   2.1977605e+03   9.3322000e+01   1.8356600e+02   5.6564000e+01   2.1690000e+00
   2.1979128e+03   9.3344000e+01   1.8315500e+02   5.6584000e+01   2.1680000e+00
   2.1980652e+03   9.3367000e+01   1.8274500e+02   5.9587000e+01   2.1680000e+00
   2.1982175e+03   9.3389000e+01   1.8233400e+02   6.0857000e+01   2.1690000e+00
   2.1983701e+03   9.3412000e+01   1.8192300e+02   6.0293000e+01   2.1650000e+00
   2.1985225e+03   9.3434000e+01   1.8151300e+02   5.9307000e+01   2.1600000e+00
   2.1986748e+03   9.3457000e+01   1.8110200e+02   5.8655000e+01   2.1610000e+00
   2.1988271e+03   9.3479000e+01   1.8069100e+02   5.8950000e+01   2.1630000e+00
   2.1989797e+03   9.3501000e+01   1.8028100e+02   6.0198000e+01   2.1620000e+00
   2.1991321e+03   9.3524000e+01   1.7987000e+02   6.0808000e+01   2.1600000e+00
   2.1992844e+03   9.3546000e+01   1.7945900e+02   6.0946000e+01   2.1630000e+00
   2.1994368e+03   9.3569000e+01   1.7904900e+02   6.2068000e+01   2.1700000e+00
   2.1995891e+03   9.3591000e+01   1.7863800e+02   6.2870000e+01   2.1740000e+00
   2.1997417e+03   9.3614000e+01   1.7822700e+02   6.4200000e+01   2.1750000e+00
   2.1998940e+03   9.3635000e+01   1.7781700e+02   6.7052000e+01   2.1740000e+00
   2.2000464e+03   9.3657000e+01   1.7740600e+02   6.6475000e+01   2.1700000e+00
   2.2001987e+03   9.3677000e+01   1.7699500e+02   6.4072000e+01   2.1680000e+00
   2.2003513e+03   9.3698000e+01   1.7658500e+02   6.4302000e+01   2.1720000e+00
   2.2005037e+03   9.3726000e+01   1.7617400e+02   6.5744000e+01   2.1780000e+00
   2.2006560e+03   9.3754000e+01   1.7576300e+02   6.6365000e+01   2.1850000e+00
   2.2008083e+03   9.3794000e+01   1.7535300e+02   6.6155000e+01   2.1920000e+00
   2.2009609e+03   9.3878000e+01   1.7494200e+02   6.4347000e+01   2.1950000e+00
   2.2011133e+03   9.3976000e+01   1.7453100e+02   6.1174000e+01   2.1920000e+00
   2.2012656e+03   9.4042000e+01   1.7412100e+02   6.0582000e+01   2.1880000e+00
   2.2014180e+03   9.4141000e+01   1.7371000e+02   6.2076000e+01   2.1880000e+00
   2.2015703e+03   9.4342000e+01   1.7329900e+02   6.2175000e+01   2.1880000e+00
   2.2017229e+03   9.4537000e+01   1.7288900e+02   6.1975000e+01   2.1830000e+00
   2.2018752e+03   9.4709000e+01   1.7247800e+02   6.2009000e+01   2.1790000e+00
   2.2020276e+03   9.4819000e+01   1.7206700e+02   6.2029000e+01   2.1750000e+00
   2.2021799e+03   9.4949000e+01   1.7165700e+02   6.2972000e+01   2.1700000e+00
   2.2023325e+03   9.5129000e+01   1.7124600e+02   6.3659000e+01   2.1670000e+00
   2.2024849e+03   9.5249000e+01   1.7083500e+02   6.3424000e+01   2.1640000e+00
   2.2026372e+03   9.5302000e+01   1.7042500e+02   6.2944000e+01   2.1660000e+00
   2.2027896e+03   9.5336000e+01   1.7081800e+02   6.2873000e+01   2.1720000e+00
   2.2029421e+03   9.5342000e+01   1.7113700e+02   6.3711000e+01   2.1750000e+00
   2.2030945e+03   9.5342000e+01   1.7190600e+02   6.4348000e+01   2.1780000e+00
   2.2032468e+03   9.5173000e+01   1.7290200e+02   6.4185000e+01   2.1840000e+00
   2.2033992e+03   9.4748000e+01   1.7546900e+02   6.3025000e+01   2.1900000e+00
   2.2035515e+03   9.4059000e+01   1.7713700e+02   6.1893000e+01   2.1960000e+00
   2.2037041e+03   9.3780000e+01   1.7840500e+02   6.4229000e+01   2.1970000e+00
   2.2038564e+03   9.4251000e+01   1.7901900e+02   6.7126000e+01   2.1920000e+00
   2.2040088e+03   9.4824000e+01   1.7945000e+02   6.5929000e+01   2.1870000e+00
   2.2041611e+03   9.4992000e+01   1.7979000e+02   6.4871000e+01   2.1900000e+00
   2.2043137e+03   9.4664000e+01   1.7938500e+02   6.5882000e+01   2.2040000e+00
   2.2044661e+03   9.3846000e+01   1.7758500e+02   6.5933000e+01   2.2310000e+00
   2.2046184e+03   9.3171000e+01   1.7299300e+02   6.7033000e+01   2.2610000e+00
   2.2047708e+03   9.2838000e+01   1.6778600e+02   7.2497000e+01   2.2770000e+00
   2.2049233e+03   9.2765000e+01   1.6344300e+02   7.7136000e+01   2.2750000e+00
   2.2050757e+03   9.2983000e+01   1.6222400e+02   7.4051000e+01   2.2530000e+00
   2.2052280e+03   9.3502000e+01   1.6454200e+02   6.7409000e+01   2.2120000e+00
   2.2053804e+03   9.4497000e+01   1.6912600e+02   6.4377000e+01   2.1780000e+00
   2.2055327e+03   9.5374000e+01   1.7668100e+02   6.4264000e+01   2.1690000e+00
   2.2056853e+03   9.5830000e+01   1.7997700e+02   6.3200000e+01   2.1720000e+00
   2.2058376e+03   9.5941000e+01   1.8303200e+02   6.2404000e+01   2.1720000e+00
   2.2059900e+03   9.5893000e+01   1.8728100e+02   6.1891000e+01   2.1670000e+00
   2.2061423e+03   9.5803000e+01   1.9103900e+02   6.2775000e+01   2.1670000e+00
   2.2062949e+03   9.5559000e+01   1.9043100e+02   6.5080000e+01   2.1690000e+00
   2.2064473e+03   9.5125000e+01   1.8998000e+02   6.4051000e+01   2.1720000e+00
   2.2065996e+03   9.4490000e+01   1.8492800e+02   6.1490000e+01   2.1730000e+00
   2.2067520e+03   9.4087000e+01   1.8024100e+02   6.1259000e+01   2.1720000e+00
   2.2069045e+03   9.4033000e+01   1.7788900e+02   6.3383000e+01   2.1730000e+00
   2.2070569e+03   9.4385000e+01   1.7905800e+02   6.4936000e+01   2.1780000e+00
   2.2072092e+03   9.4745000e+01   1.8010200e+02   6.4396000e+01   2.1860000e+00
   2.2073616e+03   9.4848000e+01   1.8081100e+02   6.2512000e+01   2.1860000e+00
   2.2075139e+03   9.4657000e+01   1.8081600e+02   6.1309000e+01   2.1790000e+00
   2.2076665e+03   9.4170000e+01   1.8041700e+02   6.1473000e+01   2.1800000e+00
   2.2078188e+03   9.3779000e+01   1.8017400e+02   6.1405000e+01   2.1860000e+00
   2.2079712e+03   9.3637000e+01   1.8024900e+02   6.0438000e+01   2.1840000e+00
   2.2081235e+03   9.3763000e+01   1.8011200e+02   5.9655000e+01   2.1780000e+00
   2.2082761e+03   9.4126000e+01   1.7997200e+02   6.1434000e+01   2.1770000e+00
   2.2084285e+03   9.4760000e+01   1.7949600e+02   6.4226000e+01   2.1790000e+00
   2.2085808e+03   9.5271000e+01   1.7909400e+02   6.6049000e+01   2.1790000e+00
   2.2087332e+03   9.5483000e+01   1.7775000e+02   6.6715000e+01   2.1750000e+00
   2.2088857e+03   9.5343000e+01   1.7716400e+02   6.6356000e+01   2.1740000e+00
   2.2090381e+03   9.4904000e+01   1.7648400e+02   6.6251000e+01   2.1770000e+00
   2.2091904e+03   9.4215000e+01   1.7527800e+02   6.6495000e+01   2.1810000e+00
   2.2093428e+03   9.3625000e+01   1.7441400e+02   6.7188000e+01   2.1850000e+00
   2.2094951e+03   9.3279000e+01   1.7378600e+02   6.7818000e+01   2.1880000e+00
   2.2096477e+03   9.3090000e+01   1.7368200e+02   6.6532000e+01   2.1900000e+00
   2.2098000e+03   9.3005000e+01   1.7387300e+02   6.3747000e+01   2.1920000e+00
   2.2099524e+03   9.2931000e+01   1.7399800e+02   6.3894000e+01   2.1900000e+00
   2.2101047e+03   9.2846000e+01   1.7448500e+02   6.5827000e+01   2.1860000e+00
   2.2102573e+03   9.2714000e+01   1.7459900e+02   6.5282000e+01   2.1840000e+00
   2.2104097e+03   9.2648000e+01   1.7426200e+02   6.4622000e+01   2.1860000e+00
   2.2105620e+03   9.2749000e+01   1.7367800e+02   6.3389000e+01   2.1960000e+00
   2.2107144e+03   9.3013000e+01   1.7336400e+02   6.1950000e+01   2.2060000e+00
   2.2108669e+03   9.3456000e+01   1.7391500e+02   6.2764000e+01   2.2060000e+00
   2.2110193e+03   9.4013000e+01   1.7465800e+02   6.4461000e+01   2.1980000e+00
   2.2111716e+03   9.4728000e+01   1.7569300e+02   6.6671000e+01   2.1960000e+00
   2.2113240e+03   9.5302000e+01   1.7625400e+02   6.9134000e+01   2.2000000e+00
   2.2114763e+03   9.5585000e+01   1.7726400e+02   6.8215000e+01   2.2040000e+00
   2.2116289e+03   9.5512000e+01   1.7730000e+02   6.4519000e+01   2.2040000e+00
   2.2117812e+03   9.5096000e+01   1.7709400e+02   6.2129000e+01   2.1960000e+00
   2.2119336e+03   9.4362000e+01   1.7624200e+02   6.0747000e+01   2.1830000e+00
   2.2120859e+03   9.3711000e+01   1.7551900e+02   5.8509000e+01   2.1750000e+00
   2.2122385e+03   9.3315000e+01   1.7536000e+02   5.7406000e+01   2.1750000e+00
   2.2123909e+03   9.3225000e+01   1.7498700e+02   5.8672000e+01   2.1790000e+00
   2.2125432e+03   9.3413000e+01   1.7515200e+02   6.1549000e+01   2.1890000e+00
   2.2126956e+03   9.3873000e+01   1.7450000e+02   6.4427000e+01   2.1990000e+00
   2.2128481e+03   9.4394000e+01   1.7425300e+02   6.5308000e+01   2.2010000e+00
   2.2130005e+03   9.4579000e+01   1.7419500e+02   6.5679000e+01   2.1990000e+00
   2.2131528e+03   9.4364000e+01   1.7436500e+02   6.7226000e+01   2.1990000e+00
   2.2133052e+03   9.4197000e+01   1.7451300e+02   6.8274000e+01   2.1980000e+00
   2.2134575e+03   9.4395000e+01   1.7477400e+02   6.5049000e+01   2.1950000e+00
   2.2136101e+03   9.4693000e+01   1.7483000e+02   6.2462000e+01   2.1940000e+00
   2.2137625e+03   9.4809000e+01   1.7528300e+02   6.4726000e+01   2.1930000e+00
   2.2139148e+03   9.4640000e+01   1.7557200e+02   6.4996000e+01   2.1870000e+00
   2.2140671e+03   9.4198000e+01   1.7588900e+02   6.2448000e+01   2.1810000e+00
   2.2142197e+03   9.3779000e+01   1.7592500e+02   6.2425000e+01   2.1820000e+00
   2.2143721e+03   9.3499000e+01   1.7638700e+02   6.4128000e+01   2.1830000e+00
   2.2145244e+03   9.3335000e+01   1.7653200e+02   6.4503000e+01   2.1820000e+00
   2.2146768e+03   9.3251000e+01   1.7638700e+02   6.4557000e+01   2.1830000e+00
   2.2148293e+03   9.3222000e+01   1.7582400e+02   6.3551000e+01   2.1890000e+00
   2.2149817e+03   9.3266000e+01   1.7536600e+02   6.0513000e+01   2.1940000e+00
   2.2151340e+03   9.3342000e+01   1.7533700e+02   6.0109000e+01   2.2010000e+00
   2.2152864e+03   9.3389000e+01   1.7556000e+02   6.3733000e+01   2.2060000e+00
   2.2154387e+03   9.3414000e+01   1.7605400e+02   6.7298000e+01   2.2050000e+00
   2.2155913e+03   9.3439000e+01   1.7586300e+02   6.9228000e+01   2.2020000e+00
   2.2157437e+03   9.3473000e+01   1.7566000e+02   6.9884000e+01   2.2000000e+00
   2.2158960e+03   9.3535000e+01   1.7559000e+02   6.9084000e+01   2.1980000e+00
   2.2160483e+03   9.3549000e+01   1.7582300e+02   6.7121000e+01   2.1900000e+00
   2.2162009e+03   9.3532000e+01   1.7627000e+02   6.4591000e+01   2.1780000e+00
   2.2163533e+03   9.3456000e+01   1.7683400e+02   6.1356000e+01   2.1680000e+00
   2.2165056e+03   9.3340000e+01   1.7741300e+02   5.9061000e+01   2.1680000e+00
   2.2166580e+03   9.3250000e+01   1.7748900e+02   5.9148000e+01   2.1710000e+00
   2.2168105e+03   9.3199000e+01   1.7764500e+02   6.1340000e+01   2.1710000e+00
   2.2169629e+03   9.3201000e+01   1.7769900e+02   6.3175000e+01   2.1660000e+00
   2.2171152e+03   9.3248000e+01   1.7742100e+02   6.3365000e+01   2.1620000e+00
   2.2172676e+03   9.3330000e+01   1.7712600e+02   6.3153000e+01   2.1640000e+00
   2.2174199e+03   9.3405000e+01   1.7662800e+02   6.2626000e+01   2.1760000e+00
   2.2175725e+03   9.3469000e+01   1.7668700e+02   6.2311000e+01   2.1800000e+00
   2.2177249e+03   9.3511000e+01   1.7677300e+02   6.1914000e+01   2.1750000e+00
   2.2178772e+03   9.3484000e+01   1.7655400e+02   6.2406000e+01   2.1730000e+00
   2.2180295e+03   9.3416000e+01   1.7613200e+02   6.3572000e+01   2.1760000e+00
   2.2181821e+03   9.3376000e+01   1.7584900e+02   6.3067000e+01   2.1780000e+00
   2.2183345e+03   9.3477000e+01   1.7561900e+02   6.1811000e+01   2.1790000e+00
   2.2184868e+03   9.3651000e+01   1.7567400e+02   6.1381000e+01   2.1810000e+00
   2.2186392e+03   9.3818000e+01   1.7600000e+02   6.3140000e+01   2.1820000e+00
   2.2187917e+03   9.3664000e+01   1.7671600e+02   6.5340000e+01   2.1830000e+00
   2.2189441e+03   9.3510000e+01   1.7741900e+02   6.2084000e+01   2.1860000e+00
   2.2190964e+03   9.3459000e+01   1.7795700e+02   5.9079000e+01   2.1880000e+00
   2.2192488e+03   9.3490000e+01   1.7829300e+02   6.0996000e+01   2.1850000e+00
   2.2194011e+03   9.3510000e+01   1.7833900e+02   6.1000000e+01   2.1810000e+00
   2.2195537e+03   9.3492000e+01   1.7812900e+02   6.0662000e+01   2.1770000e+00
   2.2197061e+03   9.3472000e+01   1.7782400e+02   6.0389000e+01   2.1720000e+00
   2.2198584e+03   9.3489000e+01   1.7794600e+02   5.7974000e+01   2.1720000e+00
   2.2200107e+03   9.3529000e+01   1.7858300e+02   5.9576000e+01   2.1760000e+00
   2.2201633e+03   9.3600000e+01   1.7900500e+02   5.9487000e+01   2.1800000e+00
   2.2203157e+03   9.3704000e+01   1.7941900e+02   5.9462000e+01   2.1810000e+00
   2.2204680e+03   9.3861000e+01   1.8047400e+02   6.1988000e+01   2.1810000e+00
   2.2206204e+03   9.4041000e+01   1.8191700e+02   6.3483000e+01   2.1810000e+00
   2.2207729e+03   9.4285000e+01   1.8196600e+02   6.2272000e+01   2.1770000e+00
   2.2209253e+03   9.4085000e+01   1.8168200e+02   6.1138000e+01   2.1710000e+00
   2.2210776e+03   9.3593000e+01   1.8154700e+02   6.0793000e+01   2.1690000e+00
   2.2212300e+03   9.2942000e+01   1.8185400e+02   6.0757000e+01   2.1750000e+00
   2.2213823e+03   9.2408000e+01   1.8125300e+02   6.2991000e+01   2.1870000e+00
   2.2215349e+03   9.2100000e+01   1.7929500e+02   6.3645000e+01   2.1960000e+00
   2.2216873e+03   9.2120000e+01   1.7704900e+02   6.1994000e+01   2.2010000e+00
   2.2218396e+03   9.2563000e+01   1.7830200e+02   6.4400000e+01   2.2040000e+00
   2.2219919e+03   9.3607000e+01   1.8112000e+02   6.7814000e+01   2.2100000e+00
   2.2221445e+03   9.5488000e+01   1.8533100e+02   6.7791000e+01   2.2360000e+00
   2.2222969e+03   9.7674000e+01   1.8966800e+02   7.2626000e+01   2.2850000e+00
   2.2224492e+03   9.9395000e+01   1.9284800e+02   8.1555000e+01   2.3190000e+00
   2.2226016e+03   1.0024900e+02   1.9535400e+02   8.5347000e+01   2.3020000e+00
   2.2227539e+03   1.0040800e+02   1.9707000e+02   8.0694000e+01   2.2440000e+00
   2.2229065e+03   1.0016500e+02   1.9874300e+02   6.8571000e+01   2.1820000e+00
   2.2230588e+03   9.9898000e+01   1.9971400e+02   6.0502000e+01   2.1460000e+00
   2.2232112e+03   9.9843000e+01   2.0043500e+02   6.1733000e+01   2.1380000e+00
   2.2233635e+03   1.0001400e+02   2.0133200e+02   6.4838000e+01   2.1450000e+00
   2.2235161e+03   1.0024100e+02   2.0336300e+02   6.7399000e+01   2.1580000e+00
   2.2236685e+03   1.0034600e+02   2.0456500e+02   6.8708000e+01   2.1800000e+00
   2.2238208e+03   1.0036100e+02   2.0553300e+02   6.9902000e+01   2.2130000e+00
   2.2239731e+03   1.0049100e+02   2.0615000e+02   7.2922000e+01   2.2440000e+00
   2.2241257e+03   1.0107000e+02   2.0799800e+02   7.4241000e+01   2.2430000e+00
   2.2242781e+03   1.0236800e+02   2.1148400e+02   7.1433000e+01   2.2050000e+00
   2.2244304e+03   1.0389200e+02   2.1671600e+02   6.7603000e+01   2.1820000e+00
   2.2245828e+03   1.0499000e+02   2.2122000e+02   6.5930000e+01   2.1960000e+00
   2.2247351e+03   1.0575800e+02   2.2674400e+02   6.9036000e+01   2.2060000e+00
   2.2248877e+03   1.0594700e+02   2.3181700e+02   7.5092000e+01   2.1970000e+00
   2.2250400e+03   1.0612700e+02   2.3594700e+02   8.1089000e+01   2.1950000e+00
   2.2251924e+03   1.0675100e+02   2.3747400e+02   8.2710000e+01   2.2100000e+00
   2.2253447e+03   1.0731100e+02   2.3669200e+02   7.8158000e+01   2.2350000e+00
   2.2254973e+03   1.0746000e+02   2.3488000e+02   7.7457000e+01   2.2280000e+00
   2.2256497e+03   1.0719000e+02   2.3510800e+02   8.2771000e+01   2.1620000e+00
   2.2258020e+03   1.0637500e+02   2.3312500e+02   8.6845000e+01   2.1050000e+00
   2.2259543e+03   1.0457600e+02   2.2930100e+02   8.7446000e+01   2.1120000e+00
   2.2261069e+03   1.0224300e+02   2.2454800e+02   8.5897000e+01   2.1770000e+00
   2.2262593e+03   1.0049800e+02   2.2139100e+02   8.5929000e+01   2.2510000e+00
   2.2264116e+03   9.9974000e+01   2.1759600e+02   8.6168000e+01   2.2760000e+00
   2.2265640e+03   1.0026900e+02   2.1471000e+02   8.3778000e+01   2.2490000e+00
   2.2267163e+03   1.0078200e+02   2.1283500e+02   8.0009000e+01   2.2090000e+00
   2.2268689e+03   1.0115000e+02   2.1213300e+02   7.4306000e+01   2.1780000e+00
   2.2270212e+03   1.0161800e+02   2.1436000e+02   6.8390000e+01   2.1580000e+00
   2.2271736e+03   1.0181400e+02   2.1369100e+02   6.5969000e+01   2.1490000e+00
   2.2273259e+03   1.0227700e+02   2.1238600e+02   6.9675000e+01   2.1480000e+00
   2.2274785e+03   1.0268200e+02   2.1006700e+02   6.9079000e+01   2.1550000e+00
   2.2276309e+03   1.0294900e+02   2.0811600e+02   6.7193000e+01   2.1610000e+00
   2.2277832e+03   1.0306300e+02   2.0676400e+02   6.5881000e+01   2.1700000e+00
   2.2279355e+03   1.0261600e+02   2.0641100e+02   6.5153000e+01   2.1820000e+00
   2.2280881e+03   1.0270400e+02   2.0809700e+02   6.5229000e+01   2.1910000e+00
   2.2282405e+03   1.0326300e+02   2.1177400e+02   6.6013000e+01   2.1970000e+00
   2.2283928e+03   1.0596400e+02   2.1522600e+02   6.7426000e+01   2.2020000e+00
   2.2285452e+03   1.0962600e+02   2.2058200e+02   6.8622000e+01   2.2280000e+00
   2.2286975e+03   1.1291400e+02   2.2565500e+02   7.2926000e+01   2.2470000e+00
   2.2288501e+03   1.1461200e+02   2.3167500e+02   8.1519000e+01   2.2010000e+00
   2.2290024e+03   1.1420100e+02   2.3684200e+02   8.5480000e+01   2.1310000e+00
   2.2291548e+03   1.1261400e+02   2.4044300e+02   8.3312000e+01   2.1340000e+00
   2.2293071e+03   1.1031600e+02   2.4382500e+02   8.2625000e+01   2.1860000e+00
   2.2294597e+03   1.0831200e+02   2.4759100e+02   8.2837000e+01   2.2320000e+00
   2.2296121e+03   1.0674200e+02   2.5171500e+02   8.2125000e+01   2.2480000e+00
   2.2297644e+03   1.0651900e+02   2.5393500e+02   8.1288000e+01   2.2340000e+00
   2.2299167e+03   1.0768600e+02   2.5579800e+02   8.1703000e+01   2.2070000e+00
   2.2300693e+03   1.0990200e+02   2.5887700e+02   8.4775000e+01   2.1210000e+00
   2.2302217e+03   1.1219200e+02   2.6422600e+02   8.4758000e+01   2.0830000e+00
   2.2303740e+03   1.1420800e+02   2.7050800e+02   8.4303000e+01   2.1030000e+00
   2.2305264e+03   1.1563500e+02   2.7800800e+02   8.8493000e+01   2.1120000e+00
   2.2306787e+03   1.1648200e+02   2.8614800e+02   9.1100000e+01   2.0760000e+00
   2.2308313e+03   1.1684200e+02   2.9413000e+02   9.0456000e+01   2.0640000e+00
   2.2309836e+03   1.1681700e+02   2.9869900e+02   9.1697000e+01   2.0820000e+00
   2.2311360e+03   1.1620000e+02   2.9926800e+02   8.9097000e+01   2.0990000e+00
   2.2312883e+03   1.1492700e+02   2.9653600e+02   8.5027000e+01   2.1500000e+00
   2.2314409e+03   1.1275100e+02   2.9005300e+02   8.5879000e+01   2.2410000e+00
   2.2315933e+03   1.1029600e+02   2.7607500e+02   8.5878000e+01   2.2960000e+00
   2.2317456e+03   1.0849200e+02   2.6128700e+02   8.4767000e+01   2.3210000e+00
   2.2318979e+03   1.0762500e+02   2.4732200e+02   8.4374000e+01   2.3070000e+00
   2.2320505e+03   1.0720100e+02   2.3891100e+02   8.0908000e+01   2.2780000e+00
   2.2322029e+03   1.0656300e+02   2.3370400e+02   7.5652000e+01   2.2240000e+00
   2.2323552e+03   1.0539200e+02   2.2889200e+02   7.0263000e+01   2.1770000e+00
   2.2325076e+03   1.0441100e+02   2.2274700e+02   6.7189000e+01   2.1580000e+00
   2.2326599e+03   1.0387300e+02   2.1801000e+02   6.6922000e+01   2.1540000e+00
   2.2328125e+03   1.0349200e+02   2.1532200e+02   6.5632000e+01   2.1560000e+00
   2.2329648e+03   1.0297400e+02   2.1689900e+02   6.4531000e+01   2.1630000e+00
   2.2331172e+03   1.0299600e+02   2.1976500e+02   6.5456000e+01   2.1720000e+00
   2.2332695e+03   1.0303900e+02   2.2391600e+02   6.5061000e+01   2.1780000e+00
   2.2334221e+03   1.0282600e+02   2.2636400e+02   6.6477000e+01   2.1930000e+00
   2.2335745e+03   1.0190300e+02   2.2703000e+02   7.3176000e+01   2.2140000e+00
   2.2337268e+03   1.0050500e+02   2.2707200e+02   8.0364000e+01   2.2150000e+00
   2.2338792e+03   9.8700000e+01   2.2673700e+02   7.7127000e+01   2.2520000e+00
   2.2340317e+03   9.6579000e+01   2.2775800e+02   7.3851000e+01   2.4180000e+00
   2.2341841e+03   9.5339000e+01   2.3072700e+02   7.4972000e+01   2.6630000e+00
   2.2343364e+03   9.5935000e+01   2.3571100e+02   7.5664000e+01   2.7460000e+00
   2.2344888e+03   9.6470000e+01   2.3489900e+02   7.2795000e+01   2.5920000e+00
   2.2346411e+03   9.7998000e+01   2.3130900e+02   7.3188000e+01   2.3920000e+00
   2.2347937e+03   9.9274000e+01   2.2489200e+02   7.7321000e+01   2.2520000e+00
   2.2349460e+03   9.9964000e+01   2.1939900e+02   7.6661000e+01   2.1740000e+00
   2.2350984e+03   1.0009200e+02   2.1702700e+02   7.1243000e+01   2.1410000e+00
   2.2352507e+03   1.0000000e+02   2.1604700e+02   6.6740000e+01   2.1340000e+00
   2.2354033e+03   9.9813000e+01   2.1355500e+02   6.5970000e+01   2.1370000e+00
   2.2355557e+03   9.9451000e+01   2.0995700e+02   6.6386000e+01   2.1410000e+00
   2.2357080e+03   9.8884000e+01   2.0661000e+02   6.6161000e+01   2.1400000e+00
   2.2358604e+03   9.8056000e+01   2.0373800e+02   6.4256000e+01   2.1350000e+00
   2.2360129e+03   9.7113000e+01   2.0267400e+02   6.3082000e+01   2.1330000e+00
   2.2361653e+03   9.6739000e+01   2.0116300e+02   6.3509000e+01   2.1370000e+00
   2.2363176e+03   9.7219000e+01   2.0097300e+02   6.3423000e+01   2.1420000e+00
   2.2364700e+03   9.7876000e+01   2.0057900e+02   6.3787000e+01   2.1490000e+00
   2.2366223e+03   9.8486000e+01   2.0274400e+02   6.3669000e+01   2.1530000e+00
   2.2367749e+03   9.8950000e+01   2.0445900e+02   6.1370000e+01   2.1510000e+00
   2.2369272e+03   9.9348000e+01   2.0663700e+02   6.0487000e+01   2.1510000e+00
   2.2370796e+03   9.9591000e+01   2.0698900e+02   6.2683000e+01   2.1560000e+00
   2.2372319e+03   9.9677000e+01   2.0737100e+02   6.5678000e+01   2.1590000e+00
   2.2373845e+03   1.0002100e+02   2.0746500e+02   6.6444000e+01   2.1510000e+00
   2.2375369e+03   1.0114000e+02   2.0873800e+02   6.4680000e+01   2.1400000e+00
   2.2376892e+03   1.0320500e+02   2.1205300e+02   6.4430000e+01   2.1440000e+00
   2.2378416e+03   1.0596800e+02   2.1867100e+02   6.3590000e+01   2.1520000e+00
   2.2379941e+03   1.0845400e+02   2.2557700e+02   6.3531000e+01   2.1460000e+00
